bookmaker,market,player,line,odds,side,est_win_prob,ev
BetOnline.ag,player_points,Over,20.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Under,20.5,1.88,under,0.5,-0.4906
BetRivers,player_points,Over,19.5,1.88,over,0.5,-0.4906
BetRivers,player_assists,Over,3.5,1.88,over,0.5,-0.4906
Caesars,player_points,Over,9.5,1.88,over,0.5,-0.4906
ProphetX,player_points,Under,9.5,1.88,under,0.5,-0.4906
BetRivers,player_points,Under,22.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,6.5,1.88,over,0.5,-0.4906
Caesars,player_assists,Over,2.5,1.88,over,0.5,-0.4906
Caesars,player_points,Under,32.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,10.5,1.88,over,0.5,-0.4906
Caesars,player_points,Over,12.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_rebounds,Over,12.5,1.88,over,0.5,-0.4906
BetRivers,player_points,Over,13.5,1.88,over,0.5,-0.4906
Novig,player_points,Under,15.5,1.88,under,0.5,-0.4906
BetRivers,player_assists,Over,4.5,1.88,over,0.5,-0.4906
Caesars,player_rebounds,Over,3.5,1.88,over,0.5,-0.4906
FanDuel,player_points,Over,14.5,1.88,over,0.5,-0.4906
BetRivers,player_points,Over,18.5,1.88,over,0.5,-0.4906
BetRivers,player_points,Under,9.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,8.5,1.88,over,0.5,-0.4906
Caesars,player_points,Under,8.5,1.88,under,0.5,-0.4906
BetRivers,player_points,Under,6.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,10.5,1.88,over,0.5,-0.4906
Caesars,player_rebounds,Over,2.5,1.88,over,0.5,-0.4906
Caesars,player_rebounds,Under,5.5,1.88,under,0.5,-0.4906
Novig,player_points,Over,11.5,1.88,over,0.5,-0.4906
FanDuel,player_rebounds,Under,9.5,1.88,under,0.5,-0.4906
Caesars,player_rebounds,Over,3.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Over,11.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_rebounds,Over,8.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Under,14.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_rebounds,Under,8.5,1.88,under,0.5,-0.4906
BetRivers,player_threes,Under,3.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_points,Over,14.5,1.88,over,0.5,-0.4906
Caesars,player_threes,Under,1.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_points,Under,11.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_points,Over,14.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Under,14.5,1.88,under,0.5,-0.4906
Novig,player_points,Under,10.5,1.88,under,0.5,-0.4906
Bally Bet,player_points,Under,22.5,1.88,under,0.5,-0.4906
ProphetX,player_points,Under,14.5,1.88,under,0.5,-0.4906
Bally Bet,player_threes,Over,1.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Over,8.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Under,8.5,1.88,under,0.5,-0.4906
BetRivers,player_rebounds,Over,7.5,1.88,over,0.5,-0.4906
Novig,player_points,Under,7.5,1.88,under,0.5,-0.4906
ProphetX,player_points,Over,12.5,1.88,over,0.5,-0.4906
FanDuel,player_threes,Over,1.5,1.88,over,0.5,-0.4906
FanDuel,player_threes,Under,1.5,1.88,under,0.5,-0.4906
Bally Bet,player_points,Over,19.5,1.88,over,0.5,-0.4906
Bally Bet,player_points,Under,9.5,1.88,under,0.5,-0.4906
FanDuel,player_rebounds,Over,3.5,1.88,over,0.5,-0.4906
FanDuel,player_rebounds,Under,3.5,1.88,under,0.5,-0.4906
Caesars,player_points,Under,14.5,1.88,under,0.5,-0.4906
Novig,player_assists,Over,3.5,1.88,over,0.5,-0.4906
Novig,player_points,Under,11.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_points,Over,8.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Under,8.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_rebounds,Over,5.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_rebounds,Under,5.5,1.88,under,0.5,-0.4906
FanDuel,player_rebounds,Over,4.5,1.88,over,0.5,-0.4906
FanDuel,player_rebounds,Under,4.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,16.5,1.88,over,0.5,-0.4906
FanDuel,player_points,Under,14.5,1.88,under,0.5,-0.4906
FanDuel,player_points,Over,16.5,1.88,over,0.5,-0.4906
FanDuel,player_points,Under,16.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_points,Over,13.5,1.88,over,0.5,-0.4906
BetOnline.ag,player_points,Under,13.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,19.5,1.88,over,0.5,-0.4906
Caesars,player_rebounds,Under,3.5,1.88,under,0.5,-0.4906
FanDuel,player_rebounds,Over,3.5,1.88,over,0.5,-0.4906
FanDuel,player_rebounds,Under,3.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,11.5,1.88,over,0.5,-0.4906
FanDuel,player_threes,Over,1.5,1.88,over,0.5,-0.4906
FanDuel,player_threes,Under,1.5,1.88,under,0.5,-0.4906
Caesars,player_threes,Under,1.5,1.88,under,0.5,-0.4906
Caesars,player_points,Over,9.5,1.88,over,0.5,-0.4906
FanDuel,player_rebounds,Under,7.5,1.88,under,0.5,-0.4906
BetOnline.ag,player_rebounds,Under,12.5,1.88,under,0.5,-0.4906
FanDuel,player_assists,Over,4.5,1.88,over,0.5,-0.4906
FanDuel,player_assists,Under,4.5,1.88,under,0.5,-0.4906
Novig,player_points,Over,11.5,1.88,over,0.5,-0.4906
DraftKings,player_points,Over,19.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Under,3.5,1.87,under,0.5,-0.49065
ESPN BET,player_threes,Over,1.5,1.87,over,0.5,-0.49065
BetMGM,player_threes,Over,1.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,17.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,17.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_assists,Under,4.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_blocks,Over,0.5,1.87,over,0.5,-0.49065
Novig,player_threes,Under,1.5,1.87,under,0.5,-0.49065
BetMGM,player_rebounds,Under,8.5,1.87,under,0.5,-0.49065
DraftKings,player_threes,Under,1.5,1.87,under,0.5,-0.49065
DraftKings,player_threes,Over,1.5,1.87,over,0.5,-0.49065
Novig,player_points,Over,13.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,23.5,1.87,over,0.5,-0.49065
Novig,player_points,Over,15.5,1.87,over,0.5,-0.49065
BetMGM,player_threes,Over,2.5,1.87,over,0.5,-0.49065
BetMGM,player_threes,Under,2.5,1.87,under,0.5,-0.49065
Novig,player_points,Under,23.5,1.87,under,0.5,-0.49065
DraftKings,player_threes,Over,3.5,1.87,over,0.5,-0.49065
FanDuel,player_points,Under,14.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,9.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,9.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,7.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,7.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,11.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_assists,Over,3.5,1.87,over,0.5,-0.49065
FanDuel,player_points,Under,9.5,1.87,under,0.5,-0.49065
BetMGM,player_threes,Under,1.5,1.87,under,0.5,-0.49065
BetMGM,player_threes,Over,3.5,1.87,over,0.5,-0.49065
BetMGM,player_threes,Under,3.5,1.87,under,0.5,-0.49065
Bovada,player_points,Over,17.5,1.87,over,0.5,-0.49065
Bovada,player_points,Under,17.5,1.87,under,0.5,-0.49065
Bovada,player_points,Over,16.5,1.87,over,0.5,-0.49065
Bovada,player_points,Under,16.5,1.87,under,0.5,-0.49065
Bovada,player_assists,Over,4.5,1.87,over,0.5,-0.49065
Bovada,player_assists,Under,4.5,1.87,under,0.5,-0.49065
Fliff,player_threes,Under,1.5,1.87,under,0.5,-0.49065
BetMGM,player_threes,Over,1.5,1.87,over,0.5,-0.49065
BetMGM,player_threes,Under,1.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_rebounds,Over,8.5,1.87,over,0.5,-0.49065
FanDuel,player_points,Over,7.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Over,4.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,11.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Under,2.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Under,2.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Under,11.5,1.87,under,0.5,-0.49065
Bovada,player_points,Over,15.5,1.87,over,0.5,-0.49065
Bovada,player_points,Under,15.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,11.5,1.87,over,0.5,-0.49065
Bovada,player_assists,Over,4.5,1.87,over,0.5,-0.49065
Bovada,player_assists,Under,4.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,1.5,1.87,over,0.5,-0.49065
Bovada,player_points,Over,16.5,1.87,over,0.5,-0.49065
Bovada,player_points,Under,16.5,1.87,under,0.5,-0.49065
Bovada,player_rebounds,Over,5.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,7.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,6.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,7.5,1.87,under,0.5,-0.49065
BetRivers,player_rebounds,Over,9.5,1.87,over,0.5,-0.49065
BetRivers,player_rebounds,Under,9.5,1.87,under,0.5,-0.49065
Bovada,player_rebounds,Under,5.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,7.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,13.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,11.5,1.87,over,0.5,-0.49065
Fliff,player_points,Over,17.5,1.87,over,0.5,-0.49065
Fliff,player_points,Over,15.5,1.87,over,0.5,-0.49065
Fliff,player_points,Over,15.5,1.87,over,0.5,-0.49065
Bovada,player_points,Over,9.5,1.87,over,0.5,-0.49065
Bovada,player_points,Under,9.5,1.87,under,0.5,-0.49065
Fliff,player_points,Under,6.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Over,8.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_rebounds,Under,9.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Under,19.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,19.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,11.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Under,8.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Under,20.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,20.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Over,10.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,14.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,14.5,1.87,under,0.5,-0.49065
BetMGM,player_blocks,Over,0.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,11.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,23.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,23.5,1.87,over,0.5,-0.49065
Bovada,player_threes,Over,2.5,1.87,over,0.5,-0.49065
Bovada,player_threes,Under,2.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Under,23.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Under,7.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_assists,Under,4.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Under,11.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Under,10.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,22.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,22.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,13.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_assists,Over,4.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,14.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_threes,Under,1.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,13.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,13.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Under,4.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Over,4.5,1.87,over,0.5,-0.49065
DraftKings,player_threes,Under,1.5,1.87,under,0.5,-0.49065
DraftKings,player_threes,Over,1.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,19.5,1.87,over,0.5,-0.49065
Fliff,player_rebounds,Over,2.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,13.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,13.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,14.5,1.87,over,0.5,-0.49065
DraftKings,player_assists,Under,1.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Over,1.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_assists,Under,1.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,6.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,6.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,8.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,12.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_steals,Over,1.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,17.5,1.87,under,0.5,-0.49065
BetRivers,player_points,Over,22.5,1.87,over,0.5,-0.49065
BetRivers,player_points,Under,22.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Under,10.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,10.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,16.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,16.5,1.87,under,0.5,-0.49065
Fliff,player_steals,Over,0.5,1.87,over,0.5,-0.49065
Fliff,player_threes,Over,2.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,21.5,1.87,under,0.5,-0.49065
Fliff,player_points,Over,13.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Over,21.5,1.87,over,0.5,-0.49065
BetOnline.ag,player_points,Under,11.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,6.5,1.87,over,0.5,-0.49065
DraftKings,player_blocks,Under,1.5,1.87,under,0.5,-0.49065
DraftKings,player_blocks,Over,1.5,1.87,over,0.5,-0.49065
DraftKings,player_blocks,Over,1.5,1.87,over,0.5,-0.49065
DraftKings,player_blocks,Under,1.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,16.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,16.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,13.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,13.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,13.5,1.87,over,0.5,-0.49065
Bovada,player_points,Over,19.5,1.87,over,0.5,-0.49065
Bovada,player_points,Under,19.5,1.87,under,0.5,-0.49065
Novig,player_threes,Over,2.5,1.87,over,0.5,-0.49065
Fliff,player_rebounds,Over,5.5,1.87,over,0.5,-0.49065
ESPN BET,player_threes,Over,1.5,1.87,over,0.5,-0.49065
Fliff,player_assists,Over,2.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Over,9.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,13.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,5.5,1.87,over,0.5,-0.49065
ESPN BET,player_rebounds,Under,5.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Under,9.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,9.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Under,2.5,1.87,under,0.5,-0.49065
BetMGM,player_threes,Over,2.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Over,20.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Over,2.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Over,12.5,1.87,over,0.5,-0.49065
DraftKings,player_steals,Over,1.5,1.87,over,0.5,-0.49065
Fliff,player_points,Under,14.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Under,2.5,1.87,under,0.5,-0.49065
Novig,player_points,Under,19.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,5.5,1.87,over,0.5,-0.49065
BetMGM,player_points,Over,7.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_steals,Over,0.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Over,3.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Under,3.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,13.5,1.87,over,0.5,-0.49065
ESPN BET,player_rebounds,Under,3.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,7.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,7.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Under,4.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Over,4.5,1.87,over,0.5,-0.49065
Bally Bet,player_points,Under,22.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,6.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,6.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_steals,Over,0.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_steals,Over,0.5,1.87,over,0.5,-0.49065
FanDuel,player_rebounds,Over,10.5,1.87,over,0.5,-0.49065
ESPN BET,player_threes,Under,1.5,1.87,under,0.5,-0.49065
DraftKings,player_rebounds,Under,3.5,1.87,under,0.5,-0.49065
DraftKings,player_rebounds,Over,3.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,13.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Under,4.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Under,12.5,1.87,under,0.5,-0.49065
Fliff,player_points,Under,8.5,1.87,under,0.5,-0.49065
Fliff,player_points,Over,8.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,19.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,12.5,1.87,over,0.5,-0.49065
Bally Bet,player_points,Over,22.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,11.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Under,9.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Under,15.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,15.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Under,15.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,9.5,1.87,over,0.5,-0.49065
Fliff,player_threes,Over,1.5,1.87,over,0.5,-0.49065
ESPN BET,player_rebounds,Under,5.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Under,9.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,4.5,1.87,over,0.5,-0.49065
ESPN BET,player_rebounds,Under,4.5,1.87,under,0.5,-0.49065
ESPN BET,player_assists,Over,1.5,1.87,over,0.5,-0.49065
ESPN BET,player_assists,Under,1.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,33.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,33.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,5.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,5.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,27.5,1.87,over,0.5,-0.49065
ESPN BET,player_rebounds,Over,10.5,1.87,over,0.5,-0.49065
ProphetX,player_points,Over,29.5,1.87,over,0.5,-0.49065
FanDuel,player_assists,Under,6.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_blocks,Over,0.5,1.87,over,0.5,-0.49065
ESPN BET,player_threes,Under,1.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,6.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Under,6.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,15.5,1.87,over,0.5,-0.49065
Bally Bet,player_blocks,Over,0.5,1.87,over,0.5,-0.49065
Bally Bet,player_blocks,Under,0.5,1.87,under,0.5,-0.49065
Fliff,player_points,Over,14.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Under,15.5,1.87,under,0.5,-0.49065
Fliff,player_assists,Under,3.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,7.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Under,27.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,15.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Under,7.5,1.87,under,0.5,-0.49065
DraftKings,player_points,Over,7.5,1.87,over,0.5,-0.49065
ProphetX,player_assists,Over,4.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,14.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_threes,Under,3.5,1.87,under,0.5,-0.49065
ProphetX,player_assists,Over,3.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Over,7.5,1.87,over,0.5,-0.49065
FanDuel,player_points,Over,13.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_rebounds,Over,10.5,1.87,over,0.5,-0.49065
ProphetX,player_rebounds,Over,9.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,6.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,6.5,1.87,under,0.5,-0.49065
DraftKings,player_assists,Over,2.5,1.87,over,0.5,-0.49065
Bally Bet,player_rebounds,Over,9.5,1.87,over,0.5,-0.49065
Bally Bet,player_rebounds,Under,9.5,1.87,under,0.5,-0.49065
Fliff,player_threes,Under,0.5,1.87,under,0.5,-0.49065
Fliff,player_assists,Over,4.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Over,16.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Under,16.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,7.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Under,7.5,1.87,under,0.5,-0.49065
FanDuel,player_points,Under,19.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Under,27.5,1.87,under,0.5,-0.49065
ESPN BET,player_points,Over,6.5,1.87,over,0.5,-0.49065
ESPN BET,player_rebounds,Under,10.5,1.87,under,0.5,-0.49065
Novig,player_assists,Under,3.5,1.87,under,0.5,-0.49065
Fliff,player_threes,Over,1.5,1.87,over,0.5,-0.49065
Fliff,player_points,Under,11.5,1.87,under,0.5,-0.49065
Fliff,player_points,Under,10.5,1.87,under,0.5,-0.49065
Fliff,player_points,Under,8.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Under,8.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Over,5.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Over,2.5,1.87,over,0.5,-0.49065
BetMGM,player_rebounds,Under,2.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_rebounds,Over,2.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,8.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,8.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Under,14.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,22.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,22.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,25.5,1.87,over,0.5,-0.49065
ESPN BET,player_points,Over,22.5,1.87,over,0.5,-0.49065
DraftKings,player_points,Over,11.5,1.87,over,0.5,-0.49065
FanDuel,player_points,Under,13.5,1.87,under,0.5,-0.49065
ESPN BET,player_rebounds,Over,3.5,1.87,over,0.5,-0.49065
BetMGM,player_points,Under,7.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Under,10.5,1.87,under,0.5,-0.49065
Fliff,player_steals,Over,0.5,1.87,over,0.5,-0.49065
Fliff,player_points,Over,28.5,1.87,over,0.5,-0.49065
Fliff,player_threes,Under,1.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_rebounds,Over,12.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_rebounds,Over,3.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_rebounds,Under,5.5,1.87,under,0.5,-0.49065
Fliff,player_assists,Under,0.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_points,Over,13.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_points,Under,13.5,1.87,under,0.5,-0.49065
DraftKings,player_threes,Over,0.5,1.87,over,0.5,-0.49065
DraftKings,player_threes,Under,0.5,1.87,under,0.5,-0.49065
BetMGM,player_points,Under,6.5,1.87,under,0.5,-0.49065
Fliff,player_assists,Over,1.5,1.87,over,0.5,-0.49065
Fliff,player_points,Over,19.5,1.87,over,0.5,-0.49065
Fliff,player_points,Over,16.5,1.87,over,0.5,-0.49065
Fliff,player_rebounds,Over,6.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_rebounds,Under,4.5,1.87,under,0.5,-0.49065
BetMGM,player_points,Under,5.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_threes,Under,1.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_rebounds,Under,11.5,1.87,under,0.5,-0.49065
BetMGM,player_points,Over,6.5,1.87,over,0.5,-0.49065
Hard Rock Bet,player_rebounds,Under,7.5,1.87,under,0.5,-0.49065
Hard Rock Bet,player_steals,Over,0.5,1.87,over,0.5,-0.49065
DraftKings,player_assists,Under,2.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,7.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,25.5,1.87,under,0.5,-0.49065
Fanatics,player_points,Over,13.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,13.5,1.87,under,0.5,-0.49065
Fliff,player_threes,Under,2.5,1.87,under,0.5,-0.49065
Fliff,player_rebounds,Over,2.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Over,10.5,1.87,over,0.5,-0.49065
Fanatics,player_points,Under,7.5,1.87,under,0.5,-0.49065
